match_id,queue_id,queue_name,blue_win,red_win,game_duration,game_creation,patch_version,avg_blue_mmr,avg_red_mmr,mmr_difference,blue_mmr_std,red_mmr_std,avg_tier
NA1_4986901914,490,Quickplay (Normal),True,False,1424,1714434415872,"['14', '8']",,,,,,
NA1_5063650085,490,Quickplay (Normal),True,False,2631,1722049496757,"['14', '14']",,,,,,
NA1_5129794429,490,Quickplay (Normal),False,True,1474,1728464640141,"['14', '19']",,,,,,
NA1_5038361294,490,Quickplay (Normal),True,False,710,1720892520836,"['14', '13']",,,,,,
NA1_4987489848,490,Quickplay (Normal),False,True,1246,1714494421925,"['14', '8']",,,,,,
NA1_5062104191,490,Quickplay (Normal),False,True,1532,1721964864218,"['14', '14']",,,,,,
NA1_4885901064,490,Quickplay (Normal),True,False,2523,1704783528645,"['13', '24']",,,,,,
NA1_5193372084,490,Quickplay (Normal),False,True,1273,1735401830656,"['14', '24']",,,,,,
NA1_5192533028,490,Quickplay (Normal),True,False,1515,1735305154512,"['14', '24']",,,,,,
NA1_4909665682,490,Quickplay (Normal),False,True,1488,1706833328146,"['14', '2']",,,,,,
NA1_4983264984,490,Quickplay (Normal),True,False,1262,1714088964918,"['14', '8']",,,,,,
NA1_4932680736,490,Quickplay (Normal),True,False,1870,1708916089966,"['14', '4']",,,,,,
NA1_5130698080,490,Quickplay (Normal),True,False,1025,1728603320137,"['14', '20']",,,,,,
NA1_5193036408,490,Quickplay (Normal),False,True,1576,1735358355459,"['14', '24']",,,,,,
NA1_4900102861,490,Quickplay (Normal),True,False,1614,1705897820668,"['14', '1']",,,,,,
NA1_5025339385,490,Quickplay (Normal),True,False,1418,1719093135888,"['14', '12']",,,,,,
NA1_4965125849,490,Quickplay (Normal),False,True,2881,1712241847393,"['14', '7']",,,,,,
NA1_5179850319,490,Quickplay (Normal),True,False,1557,1733987489231,"['14', '24']",,,,,,
NA1_5079785433,490,Quickplay (Normal),False,True,1511,1723148783811,"['14', '15']",,,,,,
NA1_5127978957,490,Quickplay (Normal),False,True,1780,1728236347450,"['14', '19']",,,,,,
NA1_5122885809,490,Quickplay (Normal),True,False,1634,1727577150192,"['14', '19']",,,,,,
NA1_5094899452,490,Quickplay (Normal),False,True,963,1724634980183,"['14', '16']",,,,,,
NA1_5191602962,490,Quickplay (Normal),True,False,2507,1735194367062,"['14', '24']",,,,,,
NA1_5191525333,490,Quickplay (Normal),True,False,1042,1735188817098,"['14', '24']",,,,,,
NA1_4979755729,490,Quickplay (Normal),True,False,1832,1713731972794,"['14', '8']",,,,,,
NA1_4886637123,490,Quickplay (Normal),False,True,1547,1704862199349,"['13', '24']",,,,,,
NA1_5038520583,490,Quickplay (Normal),False,True,1134,1720911491658,"['14', '13']",,,,,,
NA1_4908978528,490,Quickplay (Normal),True,False,1697,1706760039492,"['14', '2']",,,,,,
NA1_4906454985,490,Quickplay (Normal),True,False,1062,1706506601285,"['14', '2']",,,,,,
NA1_5190866324,490,Quickplay (Normal),True,False,755,1735111473388,"['14', '24']",,,,,,
NA1_5041273208,490,Quickplay (Normal),True,False,1472,1721252175192,"['14', '14']",,,,,,
NA1_5101719880,490,Quickplay (Normal),True,False,1976,1725253259616,"['14', '17']",,,,,,
NA1_4915803784,490,Quickplay (Normal),False,True,1329,1707371019338,"['14', '3']",,,,,,
NA1_4908536570,490,Quickplay (Normal),True,False,2755,1706734404060,"['14', '2']",,,,,,
NA1_4856927295,490,Quickplay (Normal),True,False,2205,1702328572612,"['13', '24']",,,,,,
NA1_5185951542,490,Quickplay (Normal),True,False,2001,1734597213796,"['14', '24']",,,,,,
NA1_5029779980,490,Quickplay (Normal),True,False,1623,1719687847221,"['14', '13']",,,,,,
NA1_5124882413,490,Quickplay (Normal),False,True,1523,1727830706211,"['14', '19']",,,,,,
NA1_4900132512,490,Quickplay (Normal),False,True,2059,1705899784303,"['14', '1']",,,,,,
NA1_5190218673,490,Quickplay (Normal),True,False,1621,1735046304899,"['14', '24']",,,,,,
NA1_5112961538,490,Quickplay (Normal),False,True,1671,1726423894459,"['14', '18']",,,,,,
NA1_5202609855,490,Quickplay (Normal),True,False,1076,1736411981270,"['14', '24']",,,,,,
NA1_4890943481,490,Quickplay (Normal),False,True,2298,1705191411196,"['14', '1']",,,,,,
NA1_4866093866,490,Quickplay (Normal),False,True,2880,1703095950215,"['13', '24']",,,,,,
NA1_5184084302,490,Quickplay (Normal),False,True,1881,1734406994069,"['14', '24']",,,,,,
NA1_4890884938,490,Quickplay (Normal),False,True,1116,1705187901941,"['14', '1']",,,,,,
NA1_5189094440,490,Quickplay (Normal),False,True,1906,1734925587595,"['14', '24']",,,,,,
NA1_4891369371,490,Quickplay (Normal),True,False,2098,1705210881028,"['14', '1']",,,,,,
NA1_5195683897,490,Quickplay (Normal),True,False,2012,1735634476064,"['14', '24']",,,,,,
NA1_5166751830,490,Quickplay (Normal),False,True,2220,1732776134650,"['14', '23']",,,,,,
NA1_5141962473,490,Quickplay (Normal),True,False,1029,1730063404856,"['14', '21']",,,,,,
NA1_5182273407,490,Quickplay (Normal),True,False,2298,1734234092354,"['14', '24']",,,,,,
NA1_5177945860,490,Quickplay (Normal),False,True,1154,1733798420637,"['14', '23']",,,,,,
NA1_5019103277,490,Quickplay (Normal),True,False,430,1718319821085,"['14', '12']",,,,,,
NA1_5185921162,490,Quickplay (Normal),True,False,1527,1734593590367,"['14', '24']",,,,,,
NA1_5183449171,490,Quickplay (Normal),True,False,1685,1734335004021,"['14', '24']",,,,,,
NA1_5189473073,490,Quickplay (Normal),False,True,1846,1734975159796,"['14', '24']",,,,,,
NA1_5154556463,490,Quickplay (Normal),False,True,1953,1731644220250,"['14', '22']",,,,,,
NA1_5046523704,490,Quickplay (Normal),False,True,1507,1721392271552,"['14', '14']",,,,,,
NA1_5194008692,490,Quickplay (Normal),True,False,2543,1735457004925,"['14', '24']",,,,,,
NA1_5019124040,490,Quickplay (Normal),False,True,1994,1718321673162,"['14', '12']",,,,,,
NA1_4962981840,490,Quickplay (Normal),True,False,1670,1712017135219,"['14', '6']",,,,,,
NA1_5173845070,490,Quickplay (Normal),False,True,2036,1733384417106,"['14', '23']",,,,,,
NA1_5184008199,490,Quickplay (Normal),True,False,2045,1734402803971,"['14', '24']",,,,,,
NA1_5198711902,490,Quickplay (Normal),False,True,1744,1735973605499,"['14', '24']",,,,,,
NA1_5007818983,490,Quickplay (Normal),False,True,2479,1716912159103,"['14', '10']",,,,,,
NA1_5161123308,490,Quickplay (Normal),True,False,1784,1732334159085,"['14', '23']",,,,,,
NA1_5021435843,490,Quickplay (Normal),False,True,1434,1718589513655,"['14', '12']",,,,,,
NA1_5127287404,490,Quickplay (Normal),True,False,2763,1728154070865,"['14', '19']",,,,,,
NA1_5094149241,490,Quickplay (Normal),False,True,2201,1724548155915,"['14', '16']",,,,,,
NA1_5039448538,490,Quickplay (Normal),False,True,2520,1721019298658,"['14', '13']",,,,,,
NA1_5172536252,490,Quickplay (Normal),False,True,917,1733276770208,"['14', '23']",,,,,,
NA1_4890111153,490,Quickplay (Normal),False,True,1422,1705124045100,"['14', '1']",,,,,,
NA1_4911521606,490,Quickplay (Normal),True,False,1689,1707000116109,"['14', '2']",,,,,,
NA1_5179881367,490,Quickplay (Normal),False,True,2229,1733990648705,"['14', '24']",,,,,,
NA1_5190054816,490,Quickplay (Normal),False,True,1721,1735021026338,"['14', '24']",,,,,,
NA1_4934325740,490,Quickplay (Normal),False,True,713,1709088715276,"['14', '4']",,,,,,
NA1_5202626115,490,Quickplay (Normal),True,False,1244,1736416227243,"['14', '24']",,,,,,
NA1_5038464514,490,Quickplay (Normal),False,True,1775,1720905392908,"['14', '13']",,,,,,
NA1_5202357242,490,Quickplay (Normal),False,True,2127,1736390569495,"['14', '24']",,,,,,
NA1_4899198721,490,Quickplay (Normal),True,False,2188,1705821711977,"['14', '1']",,,,,,
NA1_5185937684,490,Quickplay (Normal),True,False,1554,1734595491052,"['14', '24']",,,,,,
NA1_5186780797,490,Quickplay (Normal),False,True,2120,1734683662065,"['14', '24']",,,,,,
NA1_4908599824,490,Quickplay (Normal),False,True,1674,1706738942380,"['14', '2']",,,,,,
NA1_5021258143,490,Quickplay (Normal),True,False,1070,1718576871034,"['14', '12']",,,,,,
NA1_4934289210,490,Quickplay (Normal),True,False,1646,1709086769236,"['14', '4']",,,,,,
NA1_4896772170,490,Quickplay (Normal),True,False,1810,1705635754931,"['14', '1']",,,,,,
NA1_4866263558,490,Quickplay (Normal),False,True,1310,1703111071515,"['13', '24']",,,,,,
NA1_5189432935,490,Quickplay (Normal),False,True,1925,1734969088286,"['14', '24']",,,,,,
NA1_5127474106,490,Quickplay (Normal),True,False,890,1728172758318,"['14', '19']",,,,,,
NA1_4890906266,490,Quickplay (Normal),True,False,1754,1705189377237,"['14', '1']",,,,,,
NA1_5094190376,490,Quickplay (Normal),True,False,1379,1724551365497,"['14', '16']",,,,,,
NA1_5184313723,490,Quickplay (Normal),True,False,1921,1734424440002,"['14', '24']",,,,,,
NA1_5142309111,490,Quickplay (Normal),False,True,1669,1730090637062,"['14', '21']",,,,,,
NA1_5189060073,490,Quickplay (Normal),False,True,1374,1734923454611,"['14', '24']",,,,,,
NA1_4934337715,490,Quickplay (Normal),True,False,916,1709089840593,"['14', '4']",,,,,,
NA1_5127274934,490,Quickplay (Normal),False,True,1529,1728152192073,"['14', '19']",,,,,,
NA1_5088122487,490,Quickplay (Normal),True,False,2469,1723874223907,"['14', '16']",,,,,,
NA1_4983235868,490,Quickplay (Normal),False,True,1055,1714086894604,"['14', '8']",,,,,,
